N,rep_num,ratio,NewCol
30,46,0.5,17
30,47,0.5,14
30,48,0.5,15
30,49,0.5,15
30,50,0.5,16
30,51,0.5,15
30,52,0.5,16
30,53,0.5,16
30,54,0.5,17
30,55,0.5,20
30,56,0.5,18
30,57,0.5,20
30,58,0.5,7
30,59,0.5,18
30,60,0.5,15
30,61,0.5,20
30,62,0.5,17
30,63,0.5,18
30,64,0.5,17
30,65,0.5,10
30,66,0.5,19
30,67,0.5,20
30,68,0.5,19
30,69,0.5,16
30,70,0.5,16
30,71,0.5,15
30,72,0.5,14
30,73,0.5,15
30,74,0.5,10
30,75,0.5,12
30,76,0.5,10
30,77,0.5,15
30,78,0.5,21
30,79,0.5,15
30,80,0.5,14
30,81,0.5,18
30,82,0.5,15
30,83,0.5,16
30,84,0.5,18
30,85,0.5,9
30,86,0.5,9
30,87,0.5,14
30,88,0.5,15
30,89,0.5,18
30,90,0.5,14
30,91,0.5,15
30,92,0.5,14
30,93,0.5,11
30,94,0.5,14
30,95,0.5,16
30,96,0.5,15
30,97,0.5,16
30,98,0.5,11
30,99,0.5,16
30,100,0.5,14
40,1,0.5,17
40,2,0.5,29
40,3,0.5,21
40,4,0.5,19
40,5,0.5,18
40,6,0.5,19
40,7,0.5,19
40,8,0.5,26
40,9,0.5,18
40,10,0.5,24
40,11,0.5,25
40,12,0.5,24
40,13,0.5,19
40,14,0.5,19
40,15,0.5,23
40,16,0.5,17
40,17,0.5,21
40,18,0.5,25
40,19,0.5,18
40,20,0.5,22
40,21,0.5,22
40,22,0.5,16
40,23,0.5,23
40,24,0.5,19
40,25,0.5,24
40,26,0.5,17
40,27,0.5,21
40,28,0.5,23
40,29,0.5,23
40,30,0.5,18
40,31,0.5,19
40,32,0.5,25
40,33,0.5,18
40,34,0.5,14
40,35,0.5,16
40,36,0.5,22
40,37,0.5,18
40,38,0.5,19
40,39,0.5,21
40,40,0.5,24
40,41,0.5,24
40,42,0.5,16
40,43,0.5,24
40,44,0.5,19
40,45,0.5,23
40,46,0.5,23
40,47,0.5,27
40,48,0.5,22
40,49,0.5,17
40,50,0.5,21
40,51,0.5,21
40,52,0.5,22
40,53,0.5,21
40,54,0.5,15
40,55,0.5,20
40,56,0.5,27
40,57,0.5,24
40,58,0.5,19
40,59,0.5,26
40,60,0.5,22
40,61,0.5,22
40,62,0.5,24
40,63,0.5,19
40,64,0.5,22
40,65,0.5,18
40,66,0.5,14
40,67,0.5,18
40,68,0.5,22
40,69,0.5,16
40,70,0.5,22
40,71,0.5,19
40,72,0.5,26
40,73,0.5,26
40,74,0.5,16
40,75,0.5,18
40,76,0.5,22
40,77,0.5,20
40,78,0.5,19
40,79,0.5,13
40,80,0.5,18
40,81,0.5,24
40,82,0.5,18
40,83,0.5,21
40,84,0.5,20
40,85,0.5,20
40,86,0.5,22
40,87,0.5,24
40,88,0.5,18
40,89,0.5,18
40,90,0.5,20
40,91,0.5,18
40,92,0.5,19
40,93,0.5,17
40,94,0.5,20
40,95,0.5,21
40,96,0.5,13
40,97,0.5,15
40,98,0.5,23
40,99,0.5,23
40,100,0.5,20
50,1,0.5,25
50,2,0.5,25
50,3,0.5,23
50,4,0.5,22
50,5,0.5,19
50,6,0.5,30
50,7,0.5,23
50,8,0.5,26
50,9,0.5,26
50,10,0.5,25
50,11,0.5,24
50,12,0.5,29
50,13,0.5,26
50,14,0.5,25
50,15,0.5,17
50,16,0.5,27
50,17,0.5,22
50,18,0.5,27
50,19,0.5,27
50,20,0.5,26
50,21,0.5,27
50,22,0.5,22
50,23,0.5,24
50,24,0.5,20
50,25,0.5,18
50,26,0.5,29
50,27,0.5,24
50,28,0.5,28
50,29,0.5,30
50,30,0.5,22
50,31,0.5,28
50,32,0.5,23
50,33,0.5,20
50,34,0.5,25
50,35,0.5,23
50,36,0.5,20
50,37,0.5,31
50,38,0.5,31
50,39,0.5,20
50,40,0.5,21
50,41,0.5,25
50,42,0.5,23
50,43,0.5,26
50,44,0.5,22
50,45,0.5,16
50,46,0.5,28
50,47,0.5,23
50,48,0.5,29
50,49,0.5,26
50,50,0.5,24
50,51,0.5,24
50,52,0.5,16
50,53,0.5,24
50,54,0.5,21
50,55,0.5,20
50,56,0.5,29
50,57,0.5,30
50,58,0.5,27
50,59,0.5,23
50,60,0.5,28
50,61,0.5,26
50,62,0.5,28
50,63,0.5,23
50,64,0.5,30
50,65,0.5,29
50,66,0.5,28
50,67,0.5,16
50,68,0.5,24
50,69,0.5,24
50,70,0.5,24
50,71,0.5,20
50,72,0.5,27
50,73,0.5,23
50,74,0.5,22
50,75,0.5,25
50,76,0.5,29
50,77,0.5,22
50,78,0.5,21
50,79,0.5,24
50,80,0.5,20
50,81,0.5,23
50,82,0.5,27
50,83,0.5,23
50,84,0.5,27
50,85,0.5,26
50,86,0.5,28
50,87,0.5,21
50,88,0.5,27
50,89,0.5,25
50,90,0.5,24
50,91,0.5,24
50,92,0.5,18
50,93,0.5,27
50,94,0.5,30
50,95,0.5,30
50,96,0.5,29
50,97,0.5,27
50,98,0.5,31
50,99,0.5,23
50,100,0.5,21
60,1,0.5,28
60,2,0.5,35
60,3,0.5,37
60,4,0.5,27
60,5,0.5,32
60,6,0.5,29
60,7,0.5,30
60,8,0.5,26
60,9,0.5,28
60,10,0.5,34
60,11,0.5,28
60,12,0.5,26
60,13,0.5,29
60,14,0.5,29
60,15,0.5,30
60,16,0.5,37
60,17,0.5,30
60,18,0.5,32
60,19,0.5,29
60,20,0.5,32
60,21,0.5,25
60,22,0.5,28
60,23,0.5,41
60,24,0.5,37
60,25,0.5,31
60,26,0.5,30
60,27,0.5,35
60,28,0.5,28
60,29,0.5,30
60,30,0.5,30
60,31,0.5,35
60,32,0.5,32
60,33,0.5,28
60,34,0.5,37
60,35,0.5,32
60,36,0.5,25
60,37,0.5,34
60,38,0.5,26
60,39,0.5,26
60,40,0.5,31
60,41,0.5,31
60,42,0.5,22
60,43,0.5,31
60,44,0.5,24
60,45,0.5,37
60,46,0.5,24
60,47,0.5,25
60,48,0.5,30
60,49,0.5,27
60,50,0.5,27
60,51,0.5,33
60,52,0.5,23
60,53,0.5,34
60,54,0.5,31
60,55,0.5,25
60,56,0.5,25
60,57,0.5,26
60,58,0.5,26
60,59,0.5,31
60,60,0.5,25
60,61,0.5,34
60,62,0.5,22
60,63,0.5,39
60,64,0.5,28
60,65,0.5,30
60,66,0.5,35
60,67,0.5,32
60,68,0.5,34
60,69,0.5,35
60,70,0.5,29
60,71,0.5,30
60,72,0.5,31
60,73,0.5,24
60,74,0.5,29
60,75,0.5,31
60,76,0.5,29
60,77,0.5,28
60,78,0.5,31
60,79,0.5,30
60,80,0.5,26
60,81,0.5,32
60,82,0.5,29
60,83,0.5,32
60,84,0.5,35
60,85,0.5,22
60,86,0.5,27
60,87,0.5,32
60,88,0.5,21
60,89,0.5,27
60,90,0.5,33
60,91,0.5,29
60,92,0.5,34
60,93,0.5,29
60,94,0.5,35
60,95,0.5,40
60,96,0.5,24
60,97,0.5,27
60,98,0.5,32
60,99,0.5,34
60,100,0.5,35
70,1,0.5,40
70,2,0.5,35
70,3,0.5,32
70,4,0.5,40
70,5,0.5,43
70,6,0.5,35
70,7,0.5,38
70,8,0.5,38
70,9,0.5,30
70,10,0.5,34
70,11,0.5,35
70,12,0.5,30
70,13,0.5,33
70,14,0.5,34
70,15,0.5,33
70,16,0.5,30
70,17,0.5,33
70,18,0.5,25
70,19,0.5,36
70,20,0.5,40
70,21,0.5,34
70,22,0.5,34
70,23,0.5,44
70,24,0.5,35
70,25,0.5,39
70,26,0.5,34
70,27,0.5,30
70,28,0.5,39
70,29,0.5,27
70,30,0.5,26
70,31,0.5,41
70,32,0.5,35
70,33,0.5,38
70,34,0.5,33
70,35,0.5,37
70,36,0.5,42
70,37,0.5,35
70,38,0.5,38
70,39,0.5,36
70,40,0.5,40
70,41,0.5,33
70,42,0.5,37
70,43,0.5,34
70,44,0.5,37
70,45,0.5,40
70,46,0.5,32
70,47,0.5,27
70,48,0.5,39
70,49,0.5,31
70,50,0.5,37
70,51,0.5,32
70,52,0.5,35
70,53,0.5,31
70,54,0.5,40
70,55,0.5,36
70,56,0.5,37
70,57,0.5,28
70,58,0.5,35
70,59,0.5,33
70,60,0.5,35
70,61,0.5,32
70,62,0.5,39
70,63,0.5,29
70,64,0.5,38
70,65,0.5,33
70,66,0.5,37
70,67,0.5,36
70,68,0.5,37
70,69,0.5,31
70,70,0.5,38
70,71,0.5,36
70,72,0.5,39
70,73,0.5,31
70,74,0.5,39
70,75,0.5,36
70,76,0.5,29
70,77,0.5,36
70,78,0.5,28
70,79,0.5,36
70,80,0.5,30
70,81,0.5,33
70,82,0.5,43
70,83,0.5,33
70,84,0.5,42
70,85,0.5,30
70,86,0.5,40
70,87,0.5,35
70,88,0.5,40
70,89,0.5,34
70,90,0.5,39
70,91,0.5,32
70,92,0.5,41
70,93,0.5,43
70,94,0.5,27
70,95,0.5,39
70,96,0.5,34
70,97,0.5,33
70,98,0.5,40
70,99,0.5,36
70,100,0.5,40
80,1,0.5,34
80,2,0.5,38
80,3,0.5,44
80,4,0.5,35
80,5,0.5,41
80,6,0.5,36
80,7,0.5,41
80,8,0.5,37
80,9,0.5,30
80,10,0.5,43
80,11,0.5,40
80,12,0.5,36
80,13,0.5,36
80,14,0.5,39
80,15,0.5,37
80,16,0.5,27
80,17,0.5,35
80,18,0.5,36
80,19,0.5,37
80,20,0.5,45
80,21,0.5,28
80,22,0.5,44
80,23,0.5,38
80,24,0.5,39
80,25,0.5,34
80,26,0.5,41
80,27,0.5,34
80,28,0.5,44
80,29,0.5,40
80,30,0.5,43
80,31,0.5,37
80,32,0.5,40
80,33,0.5,36
80,34,0.5,42
80,35,0.5,41
80,36,0.5,36
80,37,0.5,42
80,38,0.5,35
80,39,0.5,39
80,40,0.5,34
80,41,0.5,41
80,42,0.5,39
80,43,0.5,39
80,44,0.5,31
80,45,0.5,36
80,46,0.5,47
80,47,0.5,37
80,48,0.5,44
80,49,0.5,31
80,50,0.5,41
80,51,0.5,39
80,52,0.5,41
80,53,0.5,36
80,54,0.5,43
80,55,0.5,40
80,56,0.5,48
80,57,0.5,36
80,58,0.5,37
80,59,0.5,35
80,60,0.5,42
80,61,0.5,35
80,62,0.5,30
80,63,0.5,45
80,64,0.5,47
80,65,0.5,40
80,66,0.5,41
80,67,0.5,45
80,68,0.5,39
80,69,0.5,41
80,70,0.5,40
80,71,0.5,38
80,72,0.5,36
80,73,0.5,34
80,74,0.5,41
80,75,0.5,33
80,76,0.5,38
80,77,0.5,40
80,78,0.5,39
80,79,0.5,45
80,80,0.5,49
80,81,0.5,39
80,82,0.5,39
80,83,0.5,37
80,84,0.5,43
80,85,0.5,44
80,86,0.5,41
80,87,0.5,40
80,88,0.5,46
80,89,0.5,44
80,90,0.5,39
80,91,0.5,44
80,92,0.5,37
80,93,0.5,43
80,94,0.5,49
80,95,0.5,45
80,96,0.5,41
80,97,0.5,42
80,98,0.5,44
80,99,0.5,35
80,100,0.5,41
90,1,0.5,50
90,2,0.5,40
90,3,0.5,44
90,4,0.5,45
90,5,0.5,46
90,6,0.5,52
90,7,0.5,33
90,8,0.5,59
90,9,0.5,33
90,10,0.5,41
90,11,0.5,49
90,12,0.5,45
90,13,0.5,46
90,14,0.5,52
90,15,0.5,42
90,16,0.5,51
90,17,0.5,40
90,18,0.5,36
90,19,0.5,49
90,20,0.5,42
90,21,0.5,44
90,22,0.5,56
90,23,0.5,38
90,24,0.5,46
90,25,0.5,41
90,26,0.5,45
90,27,0.5,44
90,28,0.5,48
90,29,0.5,49
90,30,0.5,40
90,31,0.5,44
90,32,0.5,52
90,33,0.5,34
90,34,0.5,49
90,35,0.5,47
90,36,0.5,43
90,37,0.5,42
90,38,0.5,50
90,39,0.5,38
90,40,0.5,49
90,41,0.5,46
90,42,0.5,52
90,43,0.5,49
90,44,0.5,51
90,45,0.5,46
90,46,0.5,44
90,47,0.5,46
90,48,0.5,45
90,49,0.5,42
90,50,0.5,49
90,51,0.5,48
90,52,0.5,42
90,53,0.5,47
90,54,0.5,47
90,55,0.5,45
90,56,0.5,40
90,57,0.5,39
90,58,0.5,50
90,59,0.5,47
90,60,0.5,54
90,61,0.5,41
90,62,0.5,44
90,63,0.5,48
90,64,0.5,56
90,65,0.5,40
90,66,0.5,43
90,67,0.5,46
90,68,0.5,50
90,69,0.5,39
90,70,0.5,47
90,71,0.5,46
90,72,0.5,46
90,73,0.5,46
90,74,0.5,46
90,75,0.5,51
90,76,0.5,47
90,77,0.5,44
90,78,0.5,48
90,79,0.5,46
90,80,0.5,48
90,81,0.5,48
90,82,0.5,42
90,83,0.5,51
90,84,0.5,55
90,85,0.5,46
90,86,0.5,41
90,87,0.5,49
90,88,0.5,54
90,89,0.5,43
90,90,0.5,39
90,91,0.5,47
90,92,0.5,41
90,93,0.5,47
90,94,0.5,44
90,95,0.5,49
90,96,0.5,47
90,97,0.5,40
90,98,0.5,44
90,99,0.5,48
90,100,0.5,42
100,1,0.5,45
100,2,0.5,49
100,3,0.5,44
100,4,0.5,53
100,5,0.5,52
100,6,0.5,57
100,7,0.5,43
100,8,0.5,47
100,9,0.5,53
100,10,0.5,45
100,11,0.5,51
100,12,0.5,53
100,13,0.5,51
100,14,0.5,52
100,15,0.5,51
100,16,0.5,48
100,17,0.5,54
100,18,0.5,47
100,19,0.5,47
100,20,0.5,54
100,21,0.5,41
100,22,0.5,44
100,23,0.5,51
100,24,0.5,50
100,25,0.5,56
100,26,0.5,51
100,27,0.5,46
100,28,0.5,47
100,29,0.5,54
100,30,0.5,44
100,31,0.5,48
100,32,0.5,45
100,33,0.5,62
100,34,0.5,50
100,35,0.5,54
100,36,0.5,43
100,37,0.5,44
100,38,0.5,51
100,39,0.5,43
100,40,0.5,44
100,41,0.5,45
100,42,0.5,59
100,43,0.5,49
100,44,0.5,49
100,45,0.5,44
100,46,0.5,55
100,47,0.5,51
100,48,0.5,57
100,49,0.5,53
100,50,0.5,51
100,51,0.5,48
100,52,0.5,56
100,53,0.5,43
100,54,0.5,49
100,55,0.5,51
100,56,0.5,49
100,57,0.5,58
100,58,0.5,51
100,59,0.5,51
100,60,0.5,52
100,61,0.5,47
100,62,0.5,50
100,63,0.5,46
100,64,0.5,55
100,65,0.5,54
100,66,0.5,47
100,67,0.5,47
100,68,0.5,53
100,69,0.5,52
100,70,0.5,55
100,71,0.5,48
100,72,0.5,56
100,73,0.5,54
100,74,0.5,48
100,75,0.5,46
100,76,0.5,49
100,77,0.5,50
100,78,0.5,57
100,79,0.5,55
100,80,0.5,43
100,81,0.5,45
100,82,0.5,53
100,83,0.5,54
100,84,0.5,58
100,85,0.5,42
100,86,0.5,55
100,87,0.5,61
100,88,0.5,46
100,89,0.5,61
100,90,0.5,42
100,91,0.5,51
100,92,0.5,46
100,93,0.5,52
100,94,0.5,45
100,95,0.5,54
