N,rep_num,ratio,NewCol
100,96,0.5,53
100,97,0.5,50
100,98,0.5,51
100,99,0.5,51
100,100,0.5,51
200,1,0.5,103
200,2,0.5,92
200,3,0.5,95
200,4,0.5,99
200,5,0.5,100
200,6,0.5,113
200,7,0.5,104
200,8,0.5,102
200,9,0.5,109
200,10,0.5,106
200,11,0.5,107
200,12,0.5,100
200,13,0.5,104
200,14,0.5,92
200,15,0.5,88
200,16,0.5,104
200,17,0.5,106
200,18,0.5,99
200,19,0.5,104
200,20,0.5,93
200,21,0.5,101
200,22,0.5,105
200,23,0.5,108
200,24,0.5,90
200,25,0.5,104
200,26,0.5,94
200,27,0.5,99
200,28,0.5,97
200,29,0.5,109
200,30,0.5,102
200,31,0.5,94
200,32,0.5,101
200,33,0.5,89
200,34,0.5,101
200,35,0.5,109
200,36,0.5,104
200,37,0.5,113
200,38,0.5,107
200,39,0.5,103
200,40,0.5,99
200,41,0.5,89
200,42,0.5,113
200,43,0.5,96
200,44,0.5,100
200,45,0.5,96
200,46,0.5,95
200,47,0.5,97
200,48,0.5,97
200,49,0.5,93
200,50,0.5,108
200,51,0.5,100
200,52,0.5,102
200,53,0.5,98
200,54,0.5,105
200,55,0.5,97
200,56,0.5,111
200,57,0.5,93
200,58,0.5,101
200,59,0.5,102
200,60,0.5,98
200,61,0.5,90
200,62,0.5,91
200,63,0.5,100
200,64,0.5,89
200,65,0.5,89
200,66,0.5,102
200,67,0.5,89
200,68,0.5,112
200,69,0.5,108
200,70,0.5,101
200,71,0.5,91
200,72,0.5,113
200,73,0.5,98
200,74,0.5,95
200,75,0.5,102
200,76,0.5,101
200,77,0.5,98
200,78,0.5,86
200,79,0.5,93
200,80,0.5,109
200,81,0.5,92
200,82,0.5,109
200,83,0.5,85
200,84,0.5,96
200,85,0.5,96
200,86,0.5,85
200,87,0.5,112
200,88,0.5,110
200,89,0.5,106
200,90,0.5,89
200,91,0.5,96
200,92,0.5,95
200,93,0.5,97
200,94,0.5,100
200,95,0.5,110
200,96,0.5,100
200,97,0.5,107
200,98,0.5,105
200,99,0.5,107
200,100,0.5,102
300,1,0.5,149
300,2,0.5,168
300,3,0.5,153
300,4,0.5,144
300,5,0.5,149
300,6,0.5,138
300,7,0.5,160
300,8,0.5,162
300,9,0.5,160
300,10,0.5,146
300,11,0.5,140
300,12,0.5,149
300,13,0.5,148
300,14,0.5,164
300,15,0.5,152
300,16,0.5,150
300,17,0.5,139
300,18,0.5,159
300,19,0.5,153
300,20,0.5,151
300,21,0.5,154
300,22,0.5,160
300,23,0.5,144
300,24,0.5,151
300,25,0.5,152
300,26,0.5,153
300,27,0.5,154
300,28,0.5,143
300,29,0.5,158
300,30,0.5,148
300,31,0.5,143
300,32,0.5,153
300,33,0.5,157
300,34,0.5,150
300,35,0.5,159
300,36,0.5,153
300,37,0.5,142
300,38,0.5,144
300,39,0.5,172
300,40,0.5,157
300,41,0.5,147
300,42,0.5,142
300,43,0.5,131
300,44,0.5,147
300,45,0.5,148
300,46,0.5,146
300,47,0.5,139
300,48,0.5,155
300,49,0.5,156
300,50,0.5,136
300,51,0.5,156
300,52,0.5,153
300,53,0.5,152
300,54,0.5,149
300,55,0.5,139
300,56,0.5,149
300,57,0.5,149
300,58,0.5,146
300,59,0.5,162
300,60,0.5,155
300,61,0.5,158
300,62,0.5,149
300,63,0.5,154
300,64,0.5,161
300,65,0.5,145
300,66,0.5,147
300,67,0.5,143
300,68,0.5,151
300,69,0.5,147
300,70,0.5,153
300,71,0.5,145
300,72,0.5,155
300,73,0.5,148
300,74,0.5,147
300,75,0.5,145
300,76,0.5,158
300,77,0.5,133
300,78,0.5,150
300,79,0.5,140
300,80,0.5,152
300,81,0.5,144
300,82,0.5,153
300,83,0.5,173
300,84,0.5,156
300,85,0.5,153
300,86,0.5,156
300,87,0.5,161
300,88,0.5,145
300,89,0.5,124
300,90,0.5,142
300,91,0.5,153
300,92,0.5,147
300,93,0.5,138
300,94,0.5,146
300,95,0.5,155
300,96,0.5,157
300,97,0.5,152
300,98,0.5,148
300,99,0.5,141
300,100,0.5,159
400,1,0.5,223
400,2,0.5,214
400,3,0.5,188
400,4,0.5,188
400,5,0.5,196
400,6,0.5,219
400,7,0.5,205
400,8,0.5,199
400,9,0.5,200
400,10,0.5,207
400,11,0.5,215
400,12,0.5,197
400,13,0.5,199
400,14,0.5,211
400,15,0.5,194
400,16,0.5,212
400,17,0.5,205
400,18,0.5,199
400,19,0.5,193
400,20,0.5,207
400,21,0.5,185
400,22,0.5,205
400,23,0.5,209
400,24,0.5,203
400,25,0.5,182
400,26,0.5,214
400,27,0.5,206
400,28,0.5,206
400,29,0.5,200
400,30,0.5,202
400,31,0.5,190
400,32,0.5,201
400,33,0.5,188
400,34,0.5,210
400,35,0.5,205
400,36,0.5,197
400,37,0.5,206
400,38,0.5,210
400,39,0.5,201
400,40,0.5,190
400,41,0.5,192
400,42,0.5,216
400,43,0.5,201
400,44,0.5,201
400,45,0.5,192
400,46,0.5,173
400,47,0.5,196
400,48,0.5,208
400,49,0.5,198
400,50,0.5,193
400,51,0.5,210
400,52,0.5,213
400,53,0.5,209
400,54,0.5,190
400,55,0.5,194
400,56,0.5,194
400,57,0.5,196
400,58,0.5,191
400,59,0.5,187
400,60,0.5,212
400,61,0.5,203
400,62,0.5,203
400,63,0.5,211
400,64,0.5,199
400,65,0.5,201
400,66,0.5,192
400,67,0.5,191
400,68,0.5,198
400,69,0.5,205
400,70,0.5,196
400,71,0.5,208
400,72,0.5,202
400,73,0.5,198
400,74,0.5,198
400,75,0.5,194
400,76,0.5,193
400,77,0.5,203
400,78,0.5,187
400,79,0.5,195
400,80,0.5,185
400,81,0.5,211
400,82,0.5,193
400,83,0.5,174
400,84,0.5,193
400,85,0.5,208
400,86,0.5,199
400,87,0.5,209
400,88,0.5,208
400,89,0.5,203
400,90,0.5,211
400,91,0.5,202
400,92,0.5,200
400,93,0.5,204
400,94,0.5,225
400,95,0.5,199
400,96,0.5,195
400,97,0.5,194
400,98,0.5,202
400,99,0.5,197
400,100,0.5,197
500,1,0.5,251
500,2,0.5,244
500,3,0.5,257
500,4,0.5,224
500,5,0.5,256
500,6,0.5,231
500,7,0.5,251
500,8,0.5,242
500,9,0.5,237
500,10,0.5,254
500,11,0.5,250
500,12,0.5,251
500,13,0.5,245
500,14,0.5,277
500,15,0.5,256
500,16,0.5,262
500,17,0.5,262
500,18,0.5,270
500,19,0.5,229
500,20,0.5,245
500,21,0.5,252
500,22,0.5,239
500,23,0.5,256
500,24,0.5,261
500,25,0.5,262
500,26,0.5,242
500,27,0.5,244
500,28,0.5,227
500,29,0.5,250
500,30,0.5,270
500,31,0.5,246
500,32,0.5,239
500,33,0.5,289
500,34,0.5,276
500,35,0.5,257
500,36,0.5,256
500,37,0.5,250
500,38,0.5,241
500,39,0.5,238
500,40,0.5,247
500,41,0.5,267
500,42,0.5,247
500,43,0.5,255
500,44,0.5,239
500,45,0.5,252
500,46,0.5,252
500,47,0.5,266
500,48,0.5,243
500,49,0.5,252
500,50,0.5,248
500,51,0.5,248
500,52,0.5,247
500,53,0.5,244
500,54,0.5,240
500,55,0.5,222
500,56,0.5,232
500,57,0.5,250
500,58,0.5,271
500,59,0.5,249
500,60,0.5,260
500,61,0.5,258
500,62,0.5,246
500,63,0.5,255
500,64,0.5,236
500,65,0.5,256
500,66,0.5,258
500,67,0.5,253
500,68,0.5,245
500,69,0.5,258
500,70,0.5,251
500,71,0.5,259
500,72,0.5,241
500,73,0.5,246
500,74,0.5,255
500,75,0.5,262
500,76,0.5,251
500,77,0.5,250
500,78,0.5,232
500,79,0.5,253
500,80,0.5,257
500,81,0.5,256
500,82,0.5,283
500,83,0.5,241
500,84,0.5,278
500,85,0.5,268
500,86,0.5,254
500,87,0.5,223
500,88,0.5,242
500,89,0.5,240
500,90,0.5,249
500,91,0.5,248
500,92,0.5,258
500,93,0.5,241
500,94,0.5,232
500,95,0.5,238
500,96,0.5,263
500,97,0.5,238
500,98,0.5,253
500,99,0.5,259
500,100,0.5,238
600,1,0.5,294
600,2,0.5,293
600,3,0.5,306
600,4,0.5,303
600,5,0.5,312
600,6,0.5,291
600,7,0.5,286
600,8,0.5,288
600,9,0.5,309
600,10,0.5,308
600,11,0.5,281
600,12,0.5,284
600,13,0.5,313
600,14,0.5,287
600,15,0.5,322
600,16,0.5,330
600,17,0.5,289
600,18,0.5,303
600,19,0.5,302
600,20,0.5,297
600,21,0.5,315
600,22,0.5,315
600,23,0.5,295
600,24,0.5,312
600,25,0.5,296
600,26,0.5,308
600,27,0.5,276
600,28,0.5,313
600,29,0.5,305
600,30,0.5,310
600,31,0.5,310
600,32,0.5,322
600,33,0.5,280
600,34,0.5,309
600,35,0.5,310
600,36,0.5,291
600,37,0.5,298
600,38,0.5,306
600,39,0.5,308
600,40,0.5,284
600,41,0.5,299
600,42,0.5,295
600,43,0.5,309
600,44,0.5,322
600,45,0.5,305
600,46,0.5,299
600,47,0.5,296
600,48,0.5,281
600,49,0.5,307
600,50,0.5,305
600,51,0.5,293
600,52,0.5,307
600,53,0.5,296
600,54,0.5,310
600,55,0.5,299
600,56,0.5,297
600,57,0.5,319
600,58,0.5,307
600,59,0.5,282
600,60,0.5,311
600,61,0.5,309
600,62,0.5,291
600,63,0.5,315
600,64,0.5,289
600,65,0.5,300
600,66,0.5,300
600,67,0.5,269
600,68,0.5,302
600,69,0.5,292
600,70,0.5,282
600,71,0.5,301
600,72,0.5,280
600,73,0.5,309
600,74,0.5,314
600,75,0.5,300
600,76,0.5,318
600,77,0.5,307
600,78,0.5,297
600,79,0.5,307
600,80,0.5,292
600,81,0.5,301
600,82,0.5,299
600,83,0.5,318
600,84,0.5,304
600,85,0.5,303
600,86,0.5,305
600,87,0.5,287
600,88,0.5,293
600,89,0.5,272
600,90,0.5,324
600,91,0.5,280
600,92,0.5,313
600,93,0.5,309
600,94,0.5,305
600,95,0.5,295
600,96,0.5,295
600,97,0.5,312
600,98,0.5,300
600,99,0.5,284
600,100,0.5,305
700,1,0.5,343
700,2,0.5,345
700,3,0.5,356
700,4,0.5,369
700,5,0.5,350
700,6,0.5,352
700,7,0.5,334
700,8,0.5,341
700,9,0.5,333
700,10,0.5,362
700,11,0.5,344
700,12,0.5,361
700,13,0.5,363
700,14,0.5,344
700,15,0.5,340
700,16,0.5,358
700,17,0.5,385
700,18,0.5,347
700,19,0.5,355
700,20,0.5,325
700,21,0.5,339
700,22,0.5,355
700,23,0.5,342
700,24,0.5,335
700,25,0.5,334
700,26,0.5,369
700,27,0.5,363
700,28,0.5,349
700,29,0.5,346
700,30,0.5,351
700,31,0.5,336
700,32,0.5,354
700,33,0.5,355
700,34,0.5,329
700,35,0.5,330
700,36,0.5,367
700,37,0.5,363
700,38,0.5,367
700,39,0.5,350
700,40,0.5,345
700,41,0.5,356
700,42,0.5,360
700,43,0.5,339
700,44,0.5,348
700,45,0.5,371
700,46,0.5,345
700,47,0.5,339
700,48,0.5,381
700,49,0.5,347
700,50,0.5,356
700,51,0.5,337
700,52,0.5,339
700,53,0.5,337
700,54,0.5,358
700,55,0.5,364
700,56,0.5,371
700,57,0.5,361
700,58,0.5,341
700,59,0.5,345
700,60,0.5,367
700,61,0.5,372
700,62,0.5,355
700,63,0.5,375
700,64,0.5,341
700,65,0.5,332
700,66,0.5,363
700,67,0.5,349
700,68,0.5,353
700,69,0.5,364
700,70,0.5,364
700,71,0.5,355
700,72,0.5,355
700,73,0.5,356
700,74,0.5,376
700,75,0.5,341
700,76,0.5,363
700,77,0.5,345
700,78,0.5,352
700,79,0.5,366
700,80,0.5,364
700,81,0.5,336
700,82,0.5,332
700,83,0.5,334
700,84,0.5,334
700,85,0.5,351
700,86,0.5,331
700,87,0.5,330
700,88,0.5,354
700,89,0.5,363
700,90,0.5,354
700,91,0.5,332
700,92,0.5,345
700,93,0.5,363
700,94,0.5,362
700,95,0.5,347
700,96,0.5,347
700,97,0.5,351
700,98,0.5,344
700,99,0.5,351
700,100,0.5,369
800,1,0.5,387
800,2,0.5,383
800,3,0.5,402
800,4,0.5,393
800,5,0.5,390
800,6,0.5,379
800,7,0.5,391
800,8,0.5,430
800,9,0.5,411
800,10,0.5,368
800,11,0.5,397
800,12,0.5,373
800,13,0.5,405
800,14,0.5,423
800,15,0.5,415
800,16,0.5,396
800,17,0.5,397
800,18,0.5,392
800,19,0.5,391
800,20,0.5,404
800,21,0.5,384
800,22,0.5,391
800,23,0.5,427
800,24,0.5,395
800,25,0.5,396
800,26,0.5,414
800,27,0.5,393
800,28,0.5,408
800,29,0.5,404
800,30,0.5,425
800,31,0.5,394
800,32,0.5,390
800,33,0.5,393
800,34,0.5,406
800,35,0.5,389
800,36,0.5,416
800,37,0.5,389
800,38,0.5,395
800,39,0.5,405
800,40,0.5,386
800,41,0.5,407
800,42,0.5,420
800,43,0.5,410
800,44,0.5,407
800,45,0.5,398
800,46,0.5,403
800,47,0.5,397
800,48,0.5,404
800,49,0.5,405
800,50,0.5,425
800,51,0.5,408
800,52,0.5,383
800,53,0.5,370
800,54,0.5,388
800,55,0.5,402
800,56,0.5,392
800,57,0.5,404
800,58,0.5,371
800,59,0.5,415
800,60,0.5,407
800,61,0.5,413
800,62,0.5,414
800,63,0.5,380
800,64,0.5,398
800,65,0.5,387
800,66,0.5,397
800,67,0.5,403
800,68,0.5,395
800,69,0.5,372
800,70,0.5,404
800,71,0.5,387
800,72,0.5,391
800,73,0.5,395
800,74,0.5,395
800,75,0.5,399
800,76,0.5,421
800,77,0.5,395
800,78,0.5,417
800,79,0.5,405
800,80,0.5,444
800,81,0.5,388
800,82,0.5,397
800,83,0.5,413
800,84,0.5,389
800,85,0.5,421
800,86,0.5,392
800,87,0.5,385
800,88,0.5,441
800,89,0.5,416
800,90,0.5,414
800,91,0.5,395
800,92,0.5,414
800,93,0.5,380
800,94,0.5,390
800,95,0.5,370
800,96,0.5,417
800,97,0.5,413
800,98,0.5,406
800,99,0.5,410
800,100,0.5,401
900,1,0.5,443
900,2,0.5,446
900,3,0.5,454
900,4,0.5,446
900,5,0.5,456
900,6,0.5,454
900,7,0.5,428
900,8,0.5,450
900,9,0.5,443
900,10,0.5,456
900,11,0.5,443
900,12,0.5,436
900,13,0.5,433
900,14,0.5,443
900,15,0.5,437
900,16,0.5,469
900,17,0.5,461
900,18,0.5,450
900,19,0.5,435
900,20,0.5,451
900,21,0.5,437
900,22,0.5,484
900,23,0.5,439
900,24,0.5,453
900,25,0.5,446
900,26,0.5,442
900,27,0.5,456
900,28,0.5,406
900,29,0.5,431
900,30,0.5,437
900,31,0.5,463
900,32,0.5,442
900,33,0.5,442
900,34,0.5,455
900,35,0.5,458
900,36,0.5,451
900,37,0.5,451
900,38,0.5,432
900,39,0.5,459
900,40,0.5,439
900,41,0.5,445
900,42,0.5,444
900,43,0.5,427
900,44,0.5,460
900,45,0.5,465
900,46,0.5,455
900,47,0.5,473
900,48,0.5,417
900,49,0.5,455
900,50,0.5,459
900,51,0.5,449
900,52,0.5,445
900,53,0.5,440
900,54,0.5,460
900,55,0.5,431
900,56,0.5,442
900,57,0.5,445
900,58,0.5,464
900,59,0.5,430
900,60,0.5,454
900,61,0.5,452
900,62,0.5,448
900,63,0.5,450
900,64,0.5,433
900,65,0.5,444
900,66,0.5,446
900,67,0.5,445
900,68,0.5,466
900,69,0.5,458
900,70,0.5,447
900,71,0.5,426
900,72,0.5,426
900,73,0.5,437
900,74,0.5,455
900,75,0.5,429
900,76,0.5,418
900,77,0.5,448
900,78,0.5,459
900,79,0.5,472
900,80,0.5,455
900,81,0.5,438
900,82,0.5,463
900,83,0.5,440
900,84,0.5,441
900,85,0.5,454
900,86,0.5,446
900,87,0.5,457
900,88,0.5,450
900,89,0.5,393
900,90,0.5,437
900,91,0.5,459
900,92,0.5,427
900,93,0.5,462
900,94,0.5,445
900,95,0.5,451
900,96,0.5,413
900,97,0.5,473
900,98,0.5,438
900,99,0.5,456
900,100,0.5,445
1000,1,0.5,500
1000,2,0.5,496
1000,3,0.5,489
1000,4,0.5,503
1000,5,0.5,492
1000,6,0.5,509
1000,7,0.5,497
1000,8,0.5,491
1000,9,0.5,480
1000,10,0.5,495
1000,11,0.5,465
1000,12,0.5,473
1000,13,0.5,460
1000,14,0.5,502
1000,15,0.5,482
1000,16,0.5,520
1000,17,0.5,468
1000,18,0.5,496
1000,19,0.5,474
1000,20,0.5,497
1000,21,0.5,517
1000,22,0.5,516
1000,23,0.5,482
1000,24,0.5,511
1000,25,0.5,484
1000,26,0.5,502
1000,27,0.5,505
1000,28,0.5,491
1000,29,0.5,483
1000,30,0.5,503
1000,31,0.5,508
1000,32,0.5,504
1000,33,0.5,498
1000,34,0.5,521
1000,35,0.5,491
1000,36,0.5,480
1000,37,0.5,500
1000,38,0.5,524
1000,39,0.5,486
1000,40,0.5,514
1000,41,0.5,506
1000,42,0.5,467
1000,43,0.5,517
1000,44,0.5,530
1000,45,0.5,521
1000,46,0.5,510
1000,47,0.5,503
1000,48,0.5,542
1000,49,0.5,531
1000,50,0.5,516
1000,51,0.5,524
1000,52,0.5,491
1000,53,0.5,479
1000,54,0.5,511
1000,55,0.5,526
1000,56,0.5,485
1000,57,0.5,487
1000,58,0.5,519
1000,59,0.5,526
1000,60,0.5,497
1000,61,0.5,492
1000,62,0.5,497
1000,63,0.5,493
1000,64,0.5,523
1000,65,0.5,502
1000,66,0.5,514
1000,67,0.5,530
1000,68,0.5,507
1000,69,0.5,506
1000,70,0.5,469
1000,71,0.5,491
1000,72,0.5,503
1000,73,0.5,485
1000,74,0.5,532
1000,75,0.5,516
1000,76,0.5,508
1000,77,0.5,507
1000,78,0.5,478
1000,79,0.5,519
1000,80,0.5,473
1000,81,0.5,506
1000,82,0.5,497
1000,83,0.5,494
1000,84,0.5,465
1000,85,0.5,504
1000,86,0.5,495
1000,87,0.5,485
1000,88,0.5,516
1000,89,0.5,494
1000,90,0.5,484
1000,91,0.5,482
1000,92,0.5,483
1000,93,0.5,461
1000,94,0.5,483
1000,95,0.5,531
1000,96,0.5,470
1000,97,0.5,534
1000,98,0.5,501
1000,99,0.5,516
1000,100,0.5,520
2000,1,0.5,1028
2000,2,0.5,972
2000,3,0.5,1044
2000,4,0.5,989
2000,5,0.5,1003
2000,6,0.5,995
2000,7,0.5,999
2000,8,0.5,991
2000,9,0.5,983
2000,10,0.5,1026
2000,11,0.5,969
2000,12,0.5,977
2000,13,0.5,996
2000,14,0.5,975
2000,15,0.5,1008
2000,16,0.5,979
2000,17,0.5,1043
2000,18,0.5,1029
2000,19,0.5,1026
2000,20,0.5,992
2000,21,0.5,1018
2000,22,0.5,983
2000,23,0.5,962
2000,24,0.5,986
2000,25,0.5,1029
2000,26,0.5,975
2000,27,0.5,1015
2000,28,0.5,1022
2000,29,0.5,1017
2000,30,0.5,940
2000,31,0.5,982
2000,32,0.5,1037
2000,33,0.5,1012
2000,34,0.5,1022
2000,35,0.5,966
2000,36,0.5,1005
2000,37,0.5,973
2000,38,0.5,1012
2000,39,0.5,970
2000,40,0.5,1005
2000,41,0.5,1002
2000,42,0.5,993
2000,43,0.5,1004
2000,44,0.5,1010
2000,45,0.5,1016
2000,46,0.5,969
2000,47,0.5,982
2000,48,0.5,989
2000,49,0.5,994
2000,50,0.5,994
2000,51,0.5,991
2000,52,0.5,993
2000,53,0.5,964
2000,54,0.5,1005
2000,55,0.5,1036
2000,56,0.5,1023
2000,57,0.5,1033
2000,58,0.5,1043
2000,59,0.5,962
2000,60,0.5,996
2000,61,0.5,1032
2000,62,0.5,968
2000,63,0.5,968
2000,64,0.5,995
2000,65,0.5,970
2000,66,0.5,962
2000,67,0.5,991
2000,68,0.5,964
2000,69,0.5,1009
2000,70,0.5,1055
2000,71,0.5,1022
2000,72,0.5,1001
2000,73,0.5,1010
2000,74,0.5,993
2000,75,0.5,999
2000,76,0.5,983
2000,77,0.5,1036
2000,78,0.5,980
2000,79,0.5,1012
2000,80,0.5,1001
2000,81,0.5,976
2000,82,0.5,955
2000,83,0.5,1020
2000,84,0.5,1006
2000,85,0.5,956
2000,86,0.5,1015
2000,87,0.5,999
2000,88,0.5,948
2000,89,0.5,976
2000,90,0.5,1002
2000,91,0.5,1012
2000,92,0.5,987
2000,93,0.5,1005
2000,94,0.5,978
2000,95,0.5,972
2000,96,0.5,1001
2000,97,0.5,979
2000,98,0.5,1016
2000,99,0.5,982
2000,100,0.5,971
3000,1,0.5,1486
3000,2,0.5,1499
3000,3,0.5,1488
3000,4,0.5,1489
3000,5,0.5,1529
3000,6,0.5,1487
3000,7,0.5,1496
3000,8,0.5,1514
3000,9,0.5,1548
3000,10,0.5,1497
3000,11,0.5,1512
3000,12,0.5,1515
3000,13,0.5,1468
3000,14,0.5,1518
3000,15,0.5,1545
3000,16,0.5,1505
3000,17,0.5,1555
3000,18,0.5,1514
3000,19,0.5,1489
3000,20,0.5,1467
3000,21,0.5,1472
3000,22,0.5,1554
3000,23,0.5,1456
3000,24,0.5,1489
3000,25,0.5,1519
3000,26,0.5,1533
3000,27,0.5,1495
3000,28,0.5,1497
3000,29,0.5,1483
3000,30,0.5,1495
3000,31,0.5,1519
3000,32,0.5,1469
3000,33,0.5,1500
3000,34,0.5,1490
3000,35,0.5,1489
3000,36,0.5,1532
3000,37,0.5,1471
3000,38,0.5,1535
3000,39,0.5,1518
3000,40,0.5,1440
3000,41,0.5,1511
3000,42,0.5,1507
3000,43,0.5,1466
3000,44,0.5,1533
3000,45,0.5,1490
3000,46,0.5,1445
3000,47,0.5,1478
3000,48,0.5,1497
3000,49,0.5,1500
3000,50,0.5,1469
3000,51,0.5,1526
3000,52,0.5,1496
3000,53,0.5,1526
3000,54,0.5,1521
3000,55,0.5,1486
3000,56,0.5,1506
3000,57,0.5,1535
3000,58,0.5,1535
3000,59,0.5,1546
3000,60,0.5,1467
3000,61,0.5,1519
3000,62,0.5,1509
3000,63,0.5,1529
3000,64,0.5,1516
3000,65,0.5,1507
3000,66,0.5,1505
3000,67,0.5,1528
3000,68,0.5,1485
3000,69,0.5,1490
3000,70,0.5,1493
3000,71,0.5,1462
3000,72,0.5,1492
3000,73,0.5,1538
3000,74,0.5,1531
3000,75,0.5,1425
3000,76,0.5,1481
3000,77,0.5,1490
3000,78,0.5,1541
3000,79,0.5,1464
3000,80,0.5,1501
3000,81,0.5,1516
3000,82,0.5,1422
3000,83,0.5,1549
3000,84,0.5,1486
3000,85,0.5,1522
3000,86,0.5,1480
3000,87,0.5,1510
3000,88,0.5,1526
3000,89,0.5,1475
3000,90,0.5,1445
3000,91,0.5,1487
3000,92,0.5,1510
3000,93,0.5,1525
3000,94,0.5,1567
3000,95,0.5,1510
3000,96,0.5,1486
3000,97,0.5,1464
3000,98,0.5,1483
3000,99,0.5,1510
3000,100,0.5,1491
4000,1,0.5,2044
4000,2,0.5,2018
4000,3,0.5,1997
4000,4,0.5,2007
4000,5,0.5,2016
4000,6,0.5,1936
4000,7,0.5,2034
4000,8,0.5,1990
4000,9,0.5,2009
4000,10,0.5,1998
4000,11,0.5,1994
4000,12,0.5,2015
4000,13,0.5,2016
4000,14,0.5,1996
4000,15,0.5,1946
4000,16,0.5,1973
4000,17,0.5,1990
4000,18,0.5,2054
4000,19,0.5,1963
4000,20,0.5,2033
4000,21,0.5,1971
4000,22,0.5,2005
4000,23,0.5,2007
4000,24,0.5,2034
4000,25,0.5,2048
4000,26,0.5,1973
4000,27,0.5,1969
4000,28,0.5,1990
4000,29,0.5,2018
4000,30,0.5,2028
4000,31,0.5,1998
4000,32,0.5,2032
4000,33,0.5,2076
4000,34,0.5,2020
4000,35,0.5,2046
4000,36,0.5,2020
4000,37,0.5,2030
4000,38,0.5,2018
4000,39,0.5,1962
4000,40,0.5,2066
4000,41,0.5,1976
4000,42,0.5,1956
4000,43,0.5,2024
4000,44,0.5,1968
4000,45,0.5,2030
4000,46,0.5,2035
4000,47,0.5,2009
4000,48,0.5,2040
4000,49,0.5,2040
4000,50,0.5,1971
4000,51,0.5,2002
4000,52,0.5,1998
4000,53,0.5,1968
4000,54,0.5,2037
4000,55,0.5,2012
4000,56,0.5,2025
4000,57,0.5,2016
4000,58,0.5,1975
4000,59,0.5,1971
4000,60,0.5,1979
4000,61,0.5,2037
4000,62,0.5,2001
4000,63,0.5,1967
4000,64,0.5,1969
4000,65,0.5,2044
4000,66,0.5,1985
4000,67,0.5,2034
4000,68,0.5,2027
4000,69,0.5,1968
4000,70,0.5,2025
4000,71,0.5,1975
4000,72,0.5,1983
4000,73,0.5,1968
4000,74,0.5,1975
4000,75,0.5,1998
4000,76,0.5,2001
4000,77,0.5,1977
4000,78,0.5,1993
4000,79,0.5,1974
4000,80,0.5,2027
4000,81,0.5,2048
4000,82,0.5,1986
4000,83,0.5,2057
4000,84,0.5,2011
4000,85,0.5,1984
4000,86,0.5,1999
4000,87,0.5,2030
4000,88,0.5,1953
4000,89,0.5,2020
4000,90,0.5,1959
4000,91,0.5,1985
4000,92,0.5,1954
4000,93,0.5,1992
4000,94,0.5,1995
4000,95,0.5,2055
4000,96,0.5,2014
4000,97,0.5,1958
4000,98,0.5,2028
4000,99,0.5,2042
4000,100,0.5,1990
5000,1,0.5,2504
5000,2,0.5,2478
5000,3,0.5,2509
5000,4,0.5,2456
5000,5,0.5,2530
5000,6,0.5,2459
5000,7,0.5,2504
5000,8,0.5,2496
5000,9,0.5,2549
5000,10,0.5,2459
5000,11,0.5,2410
5000,12,0.5,2436
5000,13,0.5,2529
5000,14,0.5,2548
5000,15,0.5,2488
5000,16,0.5,2527
5000,17,0.5,2467
5000,18,0.5,2481
5000,19,0.5,2478
5000,20,0.5,2470
5000,21,0.5,2548
5000,22,0.5,2452
5000,23,0.5,2444
5000,24,0.5,2513
5000,25,0.5,2508
5000,26,0.5,2473
5000,27,0.5,2443
5000,28,0.5,2538
5000,29,0.5,2566
5000,30,0.5,2518
5000,31,0.5,2534
5000,32,0.5,2523
5000,33,0.5,2546
5000,34,0.5,2485
5000,35,0.5,2533
5000,36,0.5,2501
5000,37,0.5,2532
5000,38,0.5,2475
5000,39,0.5,2480
5000,40,0.5,2467
5000,41,0.5,2534
5000,42,0.5,2541
5000,43,0.5,2585
5000,44,0.5,2511
5000,45,0.5,2472
5000,46,0.5,2498
5000,47,0.5,2476
5000,48,0.5,2446
5000,49,0.5,2571
5000,50,0.5,2498
5000,51,0.5,2471
5000,52,0.5,2517
5000,53,0.5,2549
5000,54,0.5,2523
5000,55,0.5,2469
5000,56,0.5,2525
5000,57,0.5,2561
5000,58,0.5,2565
5000,59,0.5,2491
5000,60,0.5,2503
5000,61,0.5,2464
5000,62,0.5,2461
5000,63,0.5,2537
5000,64,0.5,2481
5000,65,0.5,2509
5000,66,0.5,2482
5000,67,0.5,2519
5000,68,0.5,2548
5000,69,0.5,2542
5000,70,0.5,2489
5000,71,0.5,2446
5000,72,0.5,2530
5000,73,0.5,2467
5000,74,0.5,2442
5000,75,0.5,2518
5000,76,0.5,2500
5000,77,0.5,2500
5000,78,0.5,2517
5000,79,0.5,2530
5000,80,0.5,2552
5000,81,0.5,2485
5000,82,0.5,2605
5000,83,0.5,2538
5000,84,0.5,2544
5000,85,0.5,2461
5000,86,0.5,2550
5000,87,0.5,2523
5000,88,0.5,2461
5000,89,0.5,2451
5000,90,0.5,2454
5000,91,0.5,2516
5000,92,0.5,2533
5000,93,0.5,2495
5000,94,0.5,2494
5000,95,0.5,2467
5000,96,0.5,2441
5000,97,0.5,2453
5000,98,0.5,2495
5000,99,0.5,2516
5000,100,0.5,2492
6000,1,0.5,2964
6000,2,0.5,2942
6000,3,0.5,2988
6000,4,0.5,3005
6000,5,0.5,3003
6000,6,0.5,3031
6000,7,0.5,3022
