species.name,longitude,latitude
Onthophagus taurus,-6.863298,42.745625
Onthophagus taurus,-0.529463,38.685684
Onthophagus taurus,-6.577394,37.244907
Onthophagus taurus,-0.52453,38.66449
Onthophagus taurus,-5.984,37.388
Onthophagus taurus,-8.79944,39.5117
Onthophagus taurus,7.46367,48.88222
Onthophagus taurus,7.45797,48.53743
Onthophagus taurus,-28.26825,38.72253
Onthophagus taurus,-27.99122,38.65312
Onthophagus taurus,-28.27409,38.72698
Onthophagus taurus,-28.23942,38.71834
Onthophagus taurus,-25.79195,37.87154
Onthophagus taurus,-25.79778,37.86259
Onthophagus taurus,-28.01414,38.64842
Onthophagus taurus,-28.00846,38.65297
Onthophagus taurus,-28.22769,38.70494
Onthophagus taurus,-28.24517,38.71828
Onthophagus taurus,-28.2625,38.7226
Onthophagus taurus,-28.23344,38.70488
Onthophagus taurus,-25.79786,37.85808
Onthophagus taurus,-28.251,38.72272
Onthophagus taurus,-28.23935,38.71383
Onthophagus taurus,-27.99684,38.64406
Onthophagus taurus,-28.00271,38.65302
Onthophagus taurus,-28.00265,38.64852
Onthophagus taurus,-28.25085,38.71371
Onthophagus taurus,-28.26258,38.7271
Onthophagus taurus,-27.99116,38.64861
Onthophagus taurus,-27.99697,38.65307
Onthophagus taurus,-28.2451,38.71377
Onthophagus taurus,-2.19355,36.722519
Onthophagus taurus,-2.718275,37.539818
Onthophagus taurus,-5.50254,36.161812
Onthophagus taurus,4.0031,40.0174
Onthophagus taurus,3.55,43.32
Onthophagus taurus,9.17775,42.5427
Onthophagus taurus,-25.13739,36.99329
Onthophagus taurus,-25.14301,36.99338
Onthophagus taurus,-25.14312,36.98888
Onthophagus taurus,-4.302836,37.532967
Onthophagus taurus,-4.301272,37.442852
Onthophagus taurus,-4.304408,37.623077
Onthophagus taurus,-4.412594,37.351444
Onthophagus taurus,-4.527293,37.440147
Onthophagus taurus,-4.753282,37.437012
Onthophagus taurus,-4.642263,37.528732
Onthophagus taurus,-4.532825,37.710453
Onthophagus taurus,-4.759632,37.707287
Onthophagus taurus,-4.988811,37.793762
Onthophagus taurus,-4.763912,37.887463
Onthophagus taurus,-4.424602,37.982182
Onthophagus taurus,-4.426348,38.072281
Onthophagus taurus,-4.654279,38.069294
Onthophagus taurus,-4.87987,37.975784
Onthophagus taurus,-4.877577,37.885704
Onthophagus taurus,-5.115226,38.242123
Onthophagus taurus,-5.229416,38.240005
Onthophagus taurus,-5.346492,38.327827
Onthophagus taurus,-5.125763,38.60236
Onthophagus taurus,-9.062564,42.765545
Onthophagus taurus,-3.03863,41.98325
Onthophagus taurus,2.758639,39.619942
Onthophagus taurus,2.7762,39.7535
Onthophagus taurus,2.796542,39.80738
Onthophagus taurus,2.7461,39.724
Onthophagus taurus,2.749824,39.619155
Onthophagus taurus,2.9101,39.8389
Onthophagus taurus,8.82683,41.7948
Onthophagus taurus,9.3258,41.55983
Onthophagus taurus,8.66607,42.41931
Onthophagus taurus,-28.79991,38.59391
Onthophagus taurus,-1.953416,43.30114
Onthophagus taurus,-2.695365,42.855278
Onthophagus taurus,2.590549,39.702335
Onthophagus taurus,2.474591,39.611767
Onthophagus taurus,3.290044,39.612595
Onthophagus taurus,3.17288,39.342514
Onthophagus taurus,3.173102,39.432617
Onthophagus taurus,2.940714,39.432732
Onthophagus taurus,2.940638,39.522839
Onthophagus taurus,3.173599,39.612823
Onthophagus taurus,2.82389,39.702923
Onthophagus taurus,2.823635,39.793026
Onthophagus taurus,2.706864,39.792786
Onthophagus taurus,-1.63983,43.31084
Onthophagus taurus,9.4,42
Onthophagus taurus,9.15833,41.3889
Onthophagus taurus,-0.21962,44.69731
Onthophagus taurus,7.83489,48.78722
Onthophagus taurus,2.32671,42.94226
Onthophagus taurus,-0.1134,45.06076
Onthophagus taurus,-1.3615,43.12599
Onthophagus taurus,-0.19571,44.72459
Onthophagus taurus,-0.1003,45.04082
Onthophagus taurus,-1.37606,43.13249
Onthophagus taurus,4.42915,43.91551
Onthophagus taurus,7.77723,48.75746
Onthophagus taurus,1.78571,43.99117
Onthophagus taurus,5.66625,43.21128
Onthophagus taurus,7.78062,48.76061
Onthophagus taurus,2.34685,42.92266
Onthophagus taurus,-1.07908,45.85944
Onthophagus taurus,-4.298164,37.262623
Onthophagus taurus,-5,43
Onthophagus taurus,-6.72673,42.81768
Onthophagus taurus,-6.62531,42.92025
Onthophagus taurus,2.55207,45.46354
Onthophagus taurus,6.38905,45.41322
Onthophagus taurus,1.34508,43.02158
Onthophagus taurus,0.48828,44.85192
Onthophagus taurus,6.32415,45.37394
Onthophagus taurus,2.56381,45.50622
Onthophagus taurus,1.27635,42.98822
Onthophagus taurus,4.00613,44.3475
Onthophagus taurus,-2.160364,36.816067
Onthophagus taurus,-4.48254,40.774586
Onthophagus taurus,-4.010001,40.86977
Onthophagus taurus,-3.553758,43.034447
Onthophagus taurus,-5.49835,39.405846
Onthophagus taurus,-0.741109,42.743347
Onthophagus taurus,-2.595657,39.251762
Onthophagus taurus,-2.373391,38.169392
Onthophagus taurus,-1.450744,38.611416
Onthophagus taurus,-1.793716,38.705566
Onthophagus taurus,-2.259239,38.168728
Onthophagus taurus,-1.682039,38.524136
Onthophagus taurus,-2.372617,38.25951
Onthophagus taurus,-1.79673,38.525372
Onthophagus taurus,-4.474602,40.414356
Onthophagus taurus,-4.95846,42.84409
Onthophagus taurus,-5.14331,42.903042
Onthophagus taurus,29.3314,41.0788
Onthophagus taurus,2.54544,46.27396
Onthophagus taurus,1.7922,45.09771
Onthophagus taurus,0.53736,44.71674
Onthophagus taurus,2.93894,42.76451
Onthophagus taurus,0.64681,48.14188
Onthophagus taurus,19.7,39.79
Onthophagus taurus,7.54154,48.55416
Onthophagus taurus,0.49326,44.68782
Onthophagus taurus,1.83704,45.13947
Onthophagus taurus,2.91723,42.75059
Onthophagus taurus,7.54322,48.55946
Onthophagus taurus,0.6629,48.18637
Onthophagus taurus,-27.26147,38.65703
Onthophagus taurus,-27.28446,38.65697
Onthophagus taurus,-27.27296,38.657
Onthophagus taurus,-27.19848,38.73826
Onthophagus taurus,-27.20423,38.73825
Onthophagus taurus,-27.25572,38.65704
Onthophagus taurus,-27.20425,38.74275
Onthophagus taurus,-27.27871,38.65699
Onthophagus taurus,-27.19849,38.74276
Onthophagus taurus,-4.007276,40.689629
Onthophagus taurus,-6.095608,40.837547
Onthophagus taurus,-3.063021,43.305912
Onthophagus taurus,-2.939811,43.215866
Onthophagus taurus,-2.816423,43.305779
Onthophagus taurus,-2.569831,43.305119
Onthophagus taurus,-2.816962,43.125687
Onthophagus taurus,-2.816694,43.215736
Onthophagus taurus,-2.939722,43.305912
Onthophagus taurus,-3.30916,43.215466
Onthophagus taurus,-3.062928,43.215866
Onthophagus taurus,-2.446538,43.304588
Onthophagus taurus,-2.570464,43.215076
Onthophagus taurus,-3.186045,43.215729
Onthophagus taurus,-3.418964,41.233753
Onthophagus taurus,-2.697119,42.495064
Onthophagus taurus,-2.571095,43.125031
Onthophagus taurus,-2.0794,43.122131
Onthophagus taurus,-6.709679,40.22084
Onthophagus taurus,-6.229022,40.480549
Onthophagus taurus,-5.883838,40.297707
Onthophagus taurus,-6.737932,42.833263
Onthophagus taurus,-5.145737,42.925621
Onthophagus taurus,-5.158351,43.285561
Onthophagus taurus,-4.540064,43.205513
Onthophagus taurus,-4.66067,43.113781
Onthophagus taurus,-4.900805,42.929951
Onthophagus taurus,-4.162351,42.759731
Onthophagus taurus,-4.788778,43.291939
Onthophagus taurus,-5.017412,42.74786
Onthophagus taurus,-1.78606,39.156033
Onthophagus taurus,-2.486278,38.350185
Onthophagus taurus,-2.37184,38.349628
Onthophagus taurus,-1.787605,39.065945
Onthophagus taurus,-2.828321,38.891895
Onthophagus taurus,-2.484999,38.530422
Onthophagus taurus,-2.256484,38.439075
Onthophagus taurus,-1.561959,38.793056
Onthophagus taurus,-2.599224,38.620987
Onthophagus taurus,-1.333848,38.699917
Onthophagus taurus,-1.32541,39.060223
Onthophagus taurus,-2.48564,38.440304
Onthophagus taurus,-1.212153,38.968437
Onthophagus taurus,-5.67838,42.866001
Onthophagus taurus,-6.74345,42.824539
Onthophagus taurus,0.13591,45.15755
Onthophagus taurus,1.14779,45.35907
Onthophagus taurus,0.02313,44.8843
Onthophagus taurus,4.18866,44.19756
Onthophagus taurus,9.25138,42.44997
Onthophagus taurus,1.19541,45.37952
Onthophagus taurus,0.16292,45.1355
Onthophagus taurus,9.33017,42.57205
Onthophagus taurus,8.74127,41.76738
Onthophagus taurus,9.42402,42.68603
Onthophagus taurus,0.06512,44.9155
Onthophagus taurus,9.22634,42.66455
Onthophagus taurus,9.05528,41.97814
Onthophagus taurus,8.70584,41.92274
Onthophagus taurus,0.08051,44.88502
Onthophagus taurus,1.16504,45.33096
Onthophagus taurus,9.34525,42.64505
Onthophagus taurus,4.02188,43.59826
Onthophagus taurus,4.23789,44.22375
Onthophagus taurus,-5.296072,40.310875
Onthophagus taurus,-2.370277,38.529861
Onthophagus taurus,-6,41
Onthophagus taurus,3.55956,43.84256
Onthophagus taurus,4.2176,45.54788
Onthophagus taurus,3.55868,43.75257
Onthophagus taurus,5.78335,43.53836
Onthophagus taurus,0.65608,44.89946
