species.name,longitude,latitude
Euoniticellus intermedius,29.886,-23.113
Euoniticellus intermedius,21.859,-23.993
Euoniticellus intermedius,30.4,-24.166
Euoniticellus intermedius,16.699722,-20.531389
Euoniticellus intermedius,22.821944,-27.926111
Euoniticellus intermedius,25.709,-32.252
Euoniticellus intermedius,35.364678,-15.36355
Euoniticellus intermedius,26.616667,-26.616667
Euoniticellus intermedius,20.611,-28.169
Euoniticellus intermedius,25.444,-32.651
Euoniticellus intermedius,23.915,-27.293
Euoniticellus intermedius,29.991,-23.081
Euoniticellus intermedius,18.523,-31.721
Euoniticellus intermedius,23.089,-27.615
Euoniticellus intermedius,18.427,-33.441
Euoniticellus intermedius,23.102,-27.604
Euoniticellus intermedius,18.096,-32.819
Euoniticellus intermedius,28.871,-31.161
Euoniticellus intermedius,27.833333,-24.183333
Euoniticellus intermedius,19.45,-29.016667
Euoniticellus intermedius,18.666667,-29.1
Euoniticellus intermedius,29.2,-28.933333
Euoniticellus intermedius,17.283333,-29.583333
Euoniticellus intermedius,13.883333,-19.216667
Euoniticellus intermedius,14.35,-18.916667
Euoniticellus intermedius,13.816667,-17.316667
Euoniticellus intermedius,13.866667,-17.55
Euoniticellus intermedius,13.916667,-18.066667
Euoniticellus intermedius,16.983333,-22.616667
Euoniticellus intermedius,13.916667,-19.45
Euoniticellus intermedius,15.8,-24.483333
Euoniticellus intermedius,35.27,-1.628
Euoniticellus intermedius,37.191,-0.734
Euoniticellus intermedius,35.202,-1.564
Euoniticellus intermedius,35.592,-1.021
Euoniticellus intermedius,37.533,0.667
Euoniticellus intermedius,38.386,-0.078
Euoniticellus intermedius,37.417,-2.046
Euoniticellus intermedius,37.111,-1.032
Euoniticellus intermedius,36.494,0.267
Euoniticellus intermedius,37.983,2.333
Euoniticellus intermedius,39.296,-2.954
Euoniticellus intermedius,37.916,2.195
Euoniticellus intermedius,35.033,-1.517
Euoniticellus intermedius,36.624,-3.376
Euoniticellus intermedius,34.998,-1.399
Euoniticellus intermedius,37.972,2.321
Euoniticellus intermedius,34.964,-0.195
Euoniticellus intermedius,38.159,0.264
Euoniticellus intermedius,34.658,-2.255
Euoniticellus intermedius,38.079,0.138
Euoniticellus intermedius,39.283,-3.037
Euoniticellus intermedius,37.315,-1.982
Euoniticellus intermedius,34.993,-0.161
Euoniticellus intermedius,37.299722,-2.057222
Euoniticellus intermedius,39.796,-3.663
Euoniticellus intermedius,36.767,-1.3
Euoniticellus intermedius,35.959,-1.186
Euoniticellus intermedius,38.113,0.179
Euoniticellus intermedius,37.644,-3.406
Euoniticellus intermedius,36.65,-1.167
Euoniticellus intermedius,37.864,-2.871
Euoniticellus intermedius,34.959,-1.374
Euoniticellus intermedius,38.703,-3.376
Euoniticellus intermedius,36.717,2.767
Euoniticellus intermedius,40.113,-3.216
Euoniticellus intermedius,39.541,-4.006
Euoniticellus intermedius,39.25,-3
Euoniticellus intermedius,35.933333,-3.6
Euoniticellus intermedius,35.1,-1.466667
Euoniticellus intermedius,35.025,-0.606
Euoniticellus intermedius,37.157,-0.823
Euoniticellus intermedius,36.605,-1.372
Euoniticellus intermedius,36.866667,-0.35
Euoniticellus intermedius,34.796,-0.126
Euoniticellus intermedius,40.374,-2.356
Euoniticellus intermedius,37.893,2.195
Euoniticellus intermedius,28.366667,-25.616667
Euoniticellus intermedius,36.533,-1.177
Euoniticellus intermedius,29.509,-23.551
Euoniticellus intermedius,34.531389,-1.113889
Euoniticellus intermedius,23.224,-27.532
Euoniticellus intermedius,35.667,-1.45
Euoniticellus intermedius,37.066,-1.502
Euoniticellus intermedius,39.583,-3.033
Euoniticellus intermedius,37.304,-0.601
Euoniticellus intermedius,35.939,-0.241
Euoniticellus intermedius,37.56,0.245
Euoniticellus intermedius,38.208611,-0.163611
Euoniticellus intermedius,37.6,-2.167
Euoniticellus intermedius,35.018,-0.344
Euoniticellus intermedius,38.159,0.145
Euoniticellus intermedius,38.9,-3.633
Euoniticellus intermedius,17.9,-21.983333
Euoniticellus intermedius,21.983333,-28.883333
Euoniticellus intermedius,37.526667,-2.351667
Euoniticellus intermedius,29.666667,-25.433333
Euoniticellus intermedius,36.566667,-1.05
Euoniticellus intermedius,21.701,-28.358
Euoniticellus intermedius,27,-23.75
Euoniticellus intermedius,23.45,-33.5
Euoniticellus intermedius,28.7,-24.666667
Euoniticellus intermedius,15.233333,-23.65
Euoniticellus intermedius,16.5,-19.05
Euoniticellus intermedius,16.983333,-22.6
Euoniticellus intermedius,37.161667,-0.718333
Euoniticellus intermedius,18.206,-22.352
Euoniticellus intermedius,15.305,-16.712
Euoniticellus intermedius,14.963889,-14.753056
